eventName,eventSource,awsService,description,mitreAttackTactics,mitreAttackTechniques,mitreAttackSubTechniques,usedInWild,incidents,researchLinks,securityImplications,alerting,simulation,permissions,unverifiedMitreAttackTechniques
UpdateSsoConfiguration,sso.amazonaws.com,SSO,Updates the SSO configuration for the specified instance.,TA0003 - Persistence,T1098 - Account Manipulation,,True,"[{""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}]",[],"Attackers might use UpdateSsoConfiguration to modify the SSO settings, such as disabling mandatory MFA or changing the session duration, which can lead to unauthorized access and persistence in the environment.",[],"[{""type"": ""commandLine"", ""value"": ""N/A""}]",https://aws.permissions.cloud/iam/sso#sso-UpdateSSOConfiguration,[]
CreateAccountAssignment,sso.amazonaws.com,SSO,Assigns access to a principal for a specified AWS account using a specified permission set.,TA0003 - Persistence,T1098 - Account Manipulation,,True,"[{""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}]",[],"Attackers might use CreateAccountAssignment to assign themselves or compromised users access to AWS accounts with elevated privileges, allowing them to manipulate resources and maintain persistence in the environment.",[],"[{""type"": ""commandLine"", ""value"": ""aws sso-admin create-account-assignment --instance-arn <your-instance-arn> --target-id <your-target-id> --target-type AWS_ACCOUNT --permission-set-arn <your-permission-set-arn> --principal-type USER --principal-id <your-principal-id>""}]",https://aws.permissions.cloud/iam/sso#sso-CreateAccountAssignment,[]
CreateUser,sso-directory.amazonaws.com,SSO,Creates a user within the specified identity store.,TA0003 - Persistence,T1098 - Account Manipulation,T1098.001 - Account Manipulation: Additional Cloud Credentials,True,"[{""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}]",[],"Attackers might use CreateUser to create users with elevated privileges, allowing them to manipulate access controls and maintain persistence in the environment.",[],"[{""type"": ""commandLine"", ""value"": ""aws identitystore create-user --identity-store-id <your-identity-store-id> --user-name 'TrailDiscoverUser' --display-name 'Trail Discover User' --emails '[{\""Value\"": \""test@test.com\"", \""Type\"": \""work\"", \""Primary\"": true}]'""}]",https://aws.permissions.cloud/iam/sso-directory#sso-directory-CreateUser,[]
AddMemberToGroup,sso-directory.amazonaws.com,SSO,Adds a member to a group within the specified identity store.,TA0003 - Persistence,T1098 - Account Manipulation,T1098.001 - Account Manipulation: Additional Cloud Credentials,True,"[{""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}]",[],"Attackers might use AddMemberToGroup to add compromised or malicious users to groups with elevated privileges, allowing them to manipulate access controls and maintain persistence in the environment.",[],"[{""type"": ""commandLine"", ""value"": ""N/A""}]",https://aws.permissions.cloud/iam/sso-directory#sso-directory-AddMemberToGroup,[]
CreateGroup,sso-directory.amazonaws.com,SSO,Creates a group within the specified identity store.,TA0003 - Persistence,T1098 - Account Manipulation,T1098.003 - Account Manipulation: Additional Cloud Roles,True,"[{""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}]",[],"Attackers might use CreateGroup to create groups with elevated privileges, allowing them to manipulate access controls and maintain persistence in the environment.",[],"[{""type"": ""commandLine"", ""value"": ""aws identitystore create-group --identity-store-id <your-identity-store-id> --display-name 'TrailDiscoverGroup'""}]",https://aws.permissions.cloud/iam/sso-directory#sso-directory-CreateGroup,[]
SwitchRole,signin.amazonaws.com,SignIn,This event is recorded when a user manually switches to a different IAM role within the AWS Management Console.,TA0008 - Lateral Movement,T1021 - Remote Services,,True,"[{""description"": ""Tales from the cloud trenches: Unwanted visitor"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-unwanted-visitor/""}]","[{""description"": ""AWS CloudTrail cheat sheet"", ""link"": ""https://www.invictus-ir.com/news/aws-cloudtrail-cheat-sheet""}]",Attackers might use SwitchRole when using the console to escalate privileges and gain unauthorized access to AWS resources.,[],"[{""type"": ""commandLine"", ""value"": ""N/A""}]",N/A,"[{""technique"": ""T1078 - Valid Accounts"", ""reason"": ""The SwitchRole API call indicates that a user is leveraging valid credentials to access different roles, which could be used for maintaining persistence, evading detection, or moving laterally within the AWS environment.""}, {""technique"": ""T1068 - Exploitation for Privilege Escalation"", ""reason"": ""Switching to a role with higher privileges could be an attempt to escalate privileges within the AWS environment.""}, {""technique"": ""T1036 - Masquerading"", ""reason"": ""The API call might be used to masquerade as a different user or role, enabling an attacker to carry out malicious activities under the guise of a legitimate user.""}]"
PasswordRecoveryRequested,signin.amazonaws.com,SignIn,This is the CloudTrail event generated when you request a password recovery.,TA0001 - Initial Access,T1078 - Valid Accounts,,True,"[{""description"": ""An Ongoing AWS Phishing Campaign"", ""link"": ""https://www.cadosecurity.com/an-ongoing-aws-phishing-campaign/""}, {""description"": ""Disclosure of Security Incidents on imToken"", ""link"": ""https://support.token.im/hc/en-us/articles/360005681954-Disclosure-of-Security-Incidents-on-imToken""}]",[],Attackers might start a password recovery process to steal AWS access if they have compromised the email of the user.,[],"[{""type"": ""commandLine"", ""value"": ""N/A""}]",N/A,"[{""technique"": ""T1212 - Exploitation for Credential Access"", ""reason"": ""The password recovery process could be manipulated or exploited to gain access to credentials, especially if the attacker can intercept or redirect the recovery process.""}]"
GetSigninToken,signin.amazonaws.com,SignIn,Generate a SigninToken that can be used to login to the the AWS Management Console.,TA0001 - Initial Access,T1078 - Valid Accounts,T1078.004 - Valid Accounts: Cloud Accounts,True,"[{""description"": ""Cloud-Conscious Tactics, Techniques,and Procedures (TTPs)"", ""link"": ""https://fwdcloudsec.org/assets/presentations/2024/europe/sebastian-walla-cloud-conscious-tactics-techniques-and-procedures-an-overview.pdf""}, {""description"": ""Tales from the cloud trenches: Unwanted visitor"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-unwanted-visitor/""}]",[],Attackers might access via a Federated identity (such as AWS SSO) to the Management Console.,[],"[{""type"": ""commandLine"", ""value"": ""N/A""}]",N/A,[]
ConsoleLogin,signin.amazonaws.com,SignIn,This is the CloudTrail event generated when you sign-in.,TA0001 - Initial Access,T1078 - Valid Accounts,T1078.004 - Valid Accounts: Cloud Accounts,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}, {""description"": ""Responding to an attack in AWS"", ""link"": ""https://awstip.com/responding-to-an-attack-in-aws-9048a1a551ac""}, {""description"": ""Credential Phishing"", ""link"": ""https://ramimac.me/aws-phishing#credential-phishing""}, {""description"": ""Incident report: From CLI to console, chasing an attacker in AWS"", ""link"": ""https://expel.com/blog/incident-report-from-cli-to-console-chasing-an-attacker-in-aws/""}, {""description"": ""Tales from the cloud trenches: Amazon ECS is the new EC2 for crypto mining"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-ecs-crypto-mining/""}, {""description"": ""When a Zero Day and Access Keys Collide in the Cloud: Responding to the SugarCRM Zero-Day Vulnerability"", ""link"": ""https://unit42.paloaltonetworks.com/sugarcrm-cloud-incident-black-hat/""}, {""description"": ""Not a SIMulation: CrowdStrike Investigations Reveal Intrusion Campaign Targeting Telco and BPO Companies"", ""link"": ""https://www.crowdstrike.com/blog/analysis-of-intrusion-campaign-targeting-telecom-and-bpo-companies/""}, {""description"": ""Tales from the cloud trenches: Unwanted visitor"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-unwanted-visitor/""}, {""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}, {""description"": ""My AWS Account Got Hacked - Here Is What Happened"", ""link"": ""https://zviwex.com/posts/aws-account-hacked""}]","[{""description"": ""Compromising AWS Console credentials"", ""link"": ""https://securitylabs.datadoghq.com/cloud-security-atlas/attacks/compromising-aws-console-credentials/""}, {""description"": ""Create a Console Session from IAM Credentials"", ""link"": ""https://hackingthe.cloud/aws/post_exploitation/create_a_console_session_from_iam_credentials/""}, {""description"": ""Enhancing Your Security Visibility and DetectionResponse Operations in AWS"", ""link"": ""https://pages.awscloud.com/rs/112-TZM-766/images/Visibility_detect_respond_AWS_SANS_whitepaper.pdf""}]",Attackers might access via AWS console (generating a ConsoleLogin event).,"[{""type"": ""cloudwatchCISControls"", ""value"": ""https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-6""}, {""type"": ""cloudwatchCISControls"", ""value"": ""https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-3""}]","[{""type"": ""commandLine"", ""value"": ""N/A""}, {""type"": ""stratusRedTeam"", ""value"": ""https://stratus-red-team.cloud/attack-techniques/AWS/aws.initial-access.console-login-without-mfa""}]",N/A,"[{""technique"": ""T1199 - Trusted Relationship"", ""reason"": ""An attacker might exploit trusted relationships between accounts, leading to a console login that can be traced back to an initial access attempt.""}]"
AssociateAccessPolicy,eks.amazonaws.com,EKS,Associates an access policy and its scope to an access entry.,TA0004 - Privilege Escalation,T1098 - Account Manipulation,,False,[],"[{""description"": ""New attack vectors in EKS"", ""link"": ""https://www.wiz.io/blog/new-attack-vectors-emerge-via-recent-eks-access-entries-and-pod-identity-features""}]","Attackers might use AssociateAccessPolicy to escalate privileges by linking access entries with highly privileged policies, allowing unauthorized control over clusters.",[],"[{""type"": ""commandLine"", ""value"": ""aws eks associate-access-policy --cluster-name beta-fish --principal-arn arn:aws:iam::111122223333:role/TrailDiscover --policy-arn arn:aws:eks::aws:cluster-access-policy/AmazonEKSViewPolicy --access-scope type=cluster""}]",https://aws.permissions.cloud/iam/eks#eks-AssociateAccessPolicy,"[{""technique"": ""T1078 - Valid Accounts"", ""reason"": ""By associating an access policy, attackers can use legitimate credentials to access the system, either by modifying existing ones or changing permissions.""}, {""technique"": ""T1543 - Create or Modify System Process"", ""reason"": ""Associating an access policy can be used to modify the permissions of processes within the EKS environment, ensuring the attacker retains control or gains elevated privileges for their processes.""}, {""technique"": ""T1070 - Indicator Removal"", ""reason"": ""Associating access policies can assist attackers in evading detection by allowing them to remove or alter logs and other indicators that track account and permission changes, thereby obscuring their activities.""}, {""technique"": ""T1003 - OS Credential Dumping"", ""reason"": ""Modifying access policies might allow attackers to gain access to sensitive areas of the system where they can extract credentials.""}, {""technique"": ""T1071 - Application Layer Protocol"", ""reason"": ""Associating new access policies can help attackers use application layer protocols more effectively to communicate with compromised systems, especially if these policies grant access to necessary network services.""}]"
